Time,AccelX[mm/s^2];AccelY[mm/s^2];AccelZ[mm/s^2],Total_axes acceleration, AngleX(deg); AngleY(deg);AngleZ(deg), Latitude ;Longitude
01:50:27,23.824176988601536;115.45912808100378;698.4534672292249,708.3330061143105,2;2;2,43.116546666666665;5.8825 
01:50:31,464.4863448905947;716.8713622919715;481.9983089605966,980.8029794535936,28;28;28,43.116546666666665;5.8825 
01:50:35,345.2837827555337;447.58789499600704;1513.984019130076,1616.076552816167,12;12;12,43.116546666666665;5.8825 
01:50:39,103.7138231658934;118.6308217906935;224.9146708011782,274.62053480397975,22;22;22,43.116546666666665;5.8825 
01:50:43,173.93189222017912;278.9912068398781;1423.1290540472887,1460.611071127011,7;7;7,43.116546666666665;5.8825 
01:50:47,376.04678012847916;430.8908323764805;472.126591542569,741.6074492025392,30;30;30,43.116546666666665;5.8825 
01:50:50,675.8189091904956;1096.4552012793226;14.89642345428166,1288.0866080600483,32;32;32,43.116546666666665;5.8825 
01:50:54,74.78014549891165;484.8407999420158;305.89978893596736,578.1326424967903,7;7;7,43.116546666666665;5.8825 
01:50:58,371.71913592974335;116.50097989718067;2015.6827421156747,2052.9794229841477,10;10;10,43.116546666666665;5.8825 
01:51:02,44.530903898874776;204.81647014617988;681.6547757371189,713.1521724922485,4;4;4,43.116546666666665;5.8825 
01:51:05,199.74874329884847;66.42787324905075;9.348609294900001,210.71217166934116,71;71;71,43.116546666666665;5.8825 
01:51:10,252.72856040000906;2512.6653866227475;44.83080259642058,2525.741251837833,6;6;6,43.116546666666665;5.8825 
01:51:14,858.7783133474982;794.7926504898074;1273.6099133904854,1729.5310810260412,30;30;30,43.116546666666665;5.8825 
01:51:17,812.4617340437572;886.473739843369;533.6313876279313,1315.5577594993651,38;38;38,43.116546666666665;5.8825 
01:51:21,442.68227555274973;1819.1275146770495;580.5552462069148,1960.162469195355,13;13;13,43.116546666666665;5.8825 
01:51:25,956.0782947222392;3549.8821780236544;309.33210147223457,3689.3679041930986,15;15;15,43.116546666666665;5.8825 
01:51:28,94.33341588020308;1767.9271380805956;856.5468425814569,1966.7581580991944,3;3;3,43.116546666666665;5.8825 
01:51:32,803.0875616582236;5195.5354421520215;1184.3398599274958,5388.988686772411,9;9;9,43.116546666666665;5.8825 
01:51:36,966.2349470774333;4780.063517862955;1517.0023342959028,5107.241260212535,11;11;11,43.116546666666665;5.8825 
01:51:40,818.3032120005289;191.54673214276474;337.67471060435383,905.7231958753671,65;65;65,43.116546666666665;5.8825 
01:51:44,428.23164745966585;1661.1095816167203;710.545432593026,1856.7558261127674,13;13;13,43.116546666666665;5.8825 
01:51:48,566.4805825932821;5879.62556989034;1391.775611629514,6068.6025117559175,5;5;5,43.116546666666665;5.8825 
01:51:51,1007.7437948703765;2802.567668736776;3070.8660218079976,4277.8676017197295,14;14;14,43.116546666666665;5.8825 
01:51:55,1170.4023641173037;2978.7260438028943;558.8920856126088,3248.8476266703287,21;21;21,43.116546666666665;5.8825 
01:52:00,1543.9408439127603;41.70961157798841;705.7813453833166,1698.1225894178306,65;65;65,43.116546666666665;5.8825 
01:52:03,932.198627122243;7356.798115005492;1951.7500759092989,7668.168043553095,7;7;7,43.116546666666665;5.8825 
01:52:07,1250.7116190751385;217.13351540565384;599.0747701422414,1403.6798416387376,63;63;63,43.116546666666665;5.8825 
01:52:11,53.888242053985884;2.4284936110190447;19.399891837410976,57.32535229888237,70;70;70,43.116546666666665;5.8825 
01:52:15,15.047308038075414;3.406125955585315;4.47541133249274,16.06401194636774,70;70;70,43.116546666666665;5.8825 
01:52:18,9.599875771205275;1.1042008177463147;2.4403399212609145,9.966550717263491,74;74;74,43.116546666666665;5.8825 
01:52:22,30.52669465700794;42.087446527480424;14.51297709463617,53.98016993336679,34;34;34,43.116546666666665;5.8825 
01:52:27,75.65365501085917;169.31183120409753;32.43956202507192,188.2612463747263,24;24;24,43.116546666666665;5.8825 
01:52:30,1.7445250638324639;101.22983894348181;84.83267502147918,132.08749528824256,1;1;1,43.116546666666665;5.8825 
01:52:34,3.5588810094197845;143.92331776618994;84.23350111644012,166.7988901078188,1;1;1,43.116546666666665;5.8825 
01:52:39,6.792300230662046;120.22072133064444;42.55942846933891,127.71241964398253,3;3;3,43.116546666666665;5.8825 
01:52:43,28.500975596109924;103.8403916390731;16.672123018905083,108.96371979536879,15;15;15,43.116546666666665;5.8825 
01:52:47,8.528719924291467;12.180500946045836;4.030862951223568,15.406217023499849,34;34;34,43.116546666666665;5.8825 
01:52:50,6.612111616134064;2.4827372423840144;7.020497576458951,9.958483341352819,42;42;42,43.116546666666665;5.8825 
01:52:54,4.8108489608771485;12.441743262610384;17.89665740962576,22.321101889794694,12;12;12,43.116546666666665;5.8825 
01:52:58,7.215649951299655;7.229366731641207;7.018003616378721,12.39280929893445,36;36;36,43.116546666666665;5.8825 
01:53:02,113.64227817535372;188.79028278350663;213.7043203195077,306.96233447376505,22;22;22,43.116546666666665;5.8825 
01:53:05,1034.947911233902;1178.7296967665345;238.97935857458032,1586.7047648606406,41;41;41,43.116546666666665;5.8825 
01:53:10,473.92910117785135;1289.2732295640285;8.722625319153465,1373.6485495228262,20;20;20,43.116546666666665;5.8825 
01:53:13,327.96884153048177;1175.5474037265783;426.34434318224913,1292.7663201006778,15;15;15,43.116546666666665;5.8825 
01:53:17,27.308862686157674;1176.2694051647172;283.87126319251263,1210.3463890863152,1;1;1,43.116546666666665;5.8825 
01:53:21,828.3295549424488;871.6783217716219;1401.0525195725663,1846.320966364836,27;27;27,43.116546666666665;5.8825 
01:53:25,62.76549289703362;1306.431051305133;92.09383974392793,1311.1761415735198,3;3;3,43.116546666666665;5.8825 
01:53:28,510.3334362125396;22.115814345677332;2097.507701301568,2158.81168293579,14;14;14,43.116546666666665;5.8825 
01:53:32,157.21986584027607;1164.0377780373883;148.32079284667543,1183.934581175717,8;8;8,43.116546666666665;5.8825 
01:53:36,514.2720226414999;596.5359187984471;275.3176036675882,834.344412444735,38;38;38,43.116546666666665;5.8825 
01:53:40,330.35680829048107;1430.068497921628;1437.2087055810284,2054.215274242111,9;9;9,43.116546666666665;5.8825 
01:53:44,736.3086635303496;614.6165057627371;2369.5881448078308,2556.3356339024936,17;17;17,43.116546666666665;5.8825 
01:53:47,407.15082653999315;119.45071116129802;229.9505996576787,482.61531910214524,58;58;58,43.116546666666665;5.8825 
01:53:51,603.6499398771916;1272.692136087418;984.9408945274228,1718.792334426987,21;21;21,43.116546666666665;5.8825 
01:53:55,142.4412819989517;2408.924129896164;166.69629058836756,2418.8825179634946,3;3;3,43.116546666666665;5.8825 
01:53:59,1105.2407990900674;959.3011146132142;4070.2039242871397,4325.318004234352,15;15;15,43.116546666666665;5.8825 
01:54:06,736.6384897486347;67.42795123418122;515.6792396068148,901.7249421792941,55;55;55,43.116546666666665;5.8825 
01:54:10,518.1071097278596;545.5126133664436;1007.8840801238798,1257.7159088838794,24;24;24,43.116546666666665;5.8825 
01:54:13,654.141408325831;4993.832681144081;21.971164662049958,5036.5413292681105,7;7;7,43.116546666666665;5.8825 
01:54:17,77.53784183820092;202.74149537404762;3592.286980969101,3598.838977295807,1;1;1,43.116546666666665;5.8825 
01:54:21,186.31689789136252;190.1208104769393;1198.5410920143079,1227.7461701276525,9;9;9,43.116546666666665;5.8825 
01:54:24,641.5793314901986;5615.767712710699;1360.395359141025,5813.703344245542,6;6;6,43.116546666666665;5.8825 
01:54:28,155.15798435846915;4948.0909596347765;1283.7092046642392,5114.253363597592,2;2;2,43.116546666666665;5.8825 
01:54:32,950.0547576808924;6952.693660682037;1536.7931543731856,7183.612349035029,8;8;8,43.116546666666665;5.8825 
01:54:35,1467.6674398263292;8243.110370934804;1453.8166091283263,8498.029126469071,10;10;10,43.116546666666665;5.8825 
01:54:39,585.2644662952422;2212.486742070518;926.3621370855972,2468.963120091401,14;14;14,43.116546666666665;5.8825 
01:54:43,44.06765081723546;2790.458869142533;784.6815129057525,2899.021858303389,1;1;1,43.116546666666665;5.8825 
01:54:47,274.96470831871017;758.376469144824;3292.748037172922,3390.1224308392602,5;5;5,43.116546666666665;5.8825 
01:54:50,873.8281153456367;3587.8358857472736;1080.907854248684,3847.662109333527,13;13;13,43.116546666666665;5.8825 
01:54:54,759.0729074923196;2853.01611637433;1494.0797238699517,3308.8014235459677,13;13;13,43.116546666666665;5.8825 
01:54:57,22.54290500640857;2228.4156649907436;444.64252816198166,2272.4549580558346,1;1;1,43.116546666666665;5.8825 
01:55:01,961.3580081748959;4325.129040012359;2981.296069647474,5340.325522618982,10;10;10,43.116546666666665;5.8825 
01:55:05,915.9124444230396;165.9904998906452;847.7094950993855,1258.9915964709967,47;47;47,43.116546666666665;5.8825 
01:55:09,1563.4984787241622;1428.1151037025438;3658.7703448295433,4227.368055729261,22;22;22,43.116546666666665;5.8825 
01:55:13,305.1310257466633;100.37939856211176;12.134986174904938,321.4470787211595,72;72;72,43.116546666666665;5.8825 
01:55:16,18.084327904383418;0.19452888488125097;6.298496138210652,19.150765280880247,71;71;71,43.116546666666665;5.8825 
01:55:20,9.076144158045516;7.261788212456821;14.875224793795994,18.87808977323086,29;29;29,43.116546666666665;5.8825 
01:55:24,52.44985058784486;156.35134424845455;12.13436268490753,165.36012951360092,19;19;19,43.116546666666665;5.8825 
01:55:28,5.371366484959937;62.643288853964975;58.851846068701974,86.11952741423535,4;4;4,43.116546666666665;5.8825 
01:55:31,27.739694286982193;48.11908893902661;74.59060453414601,92.9983636642417,17;17;17,43.116546666666665;5.8825 
01:55:35,41.1752806345621;185.12478498140882;186.84561742465712,266.22898884334353,9;9;9,43.116546666666665;5.8825 
01:55:39,20.721690670649128;66.71717261632182;81.13912016868596,107.0706608175863,11;11;11,43.116546666666665;5.8825 
01:55:43,40.95331818898516;170.63861795743352;8.292417208354053,175.68003982316438,13;13;13,43.116546666666665;5.8825 
01:55:47,11.295768613815552;60.24160531361944;26.669785420114778,66.8425227957004,10;10;10,43.116546666666665;5.8825 
01:55:51,9.049334087371491;10.352428220106402;10.217130886656989,17.13046937571762,32;32;32,43.116546666666665;5.8825 
01:55:54,14.113943484624539;1.3959941450842894;1.4539787164924434,14.257147486376722,82;82;82,43.116546666666665;5.8825 
01:55:58,9.067415297826473;0.8591692415933494;8.232562166901047,12.277266462891815,48;48;48,43.116546666666665;5.8825 
01:56:01,109.38945277849828;211.22345354716265;28.94677095730458,239.62327778499386,27;27;27,43.116546666666665;5.8825 
01:56:05,180.56520249684655;2.2426935863502084;291.5657534758225,342.95686409105963,32;32;32,43.116546666666665;5.8825 
01:56:09,104.80118975321437;554.0257460403419;542.7031673558727,782.5947511371023,8;8;8,43.116546666666665;5.8825 
01:56:13,24.809914703369074;790.2698539161693;231.95636703810152,823.9816321288881,2;2;2,43.116546666666665;5.8825 
01:56:17,28.821449464162193;853.8614710839603;286.54977629978083,901.1220017557747,2;2;2,43.116546666666665;5.8825 
01:56:20,119.41080780029309;1382.3976983038574;652.2597154585554,1533.2074464029313,4;4;4,43.116546666666665;5.8825 
01:56:24,104.76565082232145;964.057719942731;127.25431219737615,978.0474369611266,6;6;6,43.116546666666665;5.8825 
01:56:28,9.4134522565207;48.94458971977089;1522.3843001111259,1523.1999682152914,0;0;0,43.116546666666665;5.8825 
01:56:32,170.28509911855033;131.12556170463608;194.08994791665535,289.5890809344524,36;36;36,43.116546666666665;5.8825 
01:56:35,89.03998564720156;583.204455283481;166.49677378337026,613.0063061558392,8;8;8,43.116546666666665;5.8825 
01:56:39,4.9349234739940115;212.3376302051554;74.39358168920407,225.04672329848256,1;1;1,43.116546666666665;5.8825 
01:56:43,786.0588023503623;679.4607143719982;2237.0466372775813,2466.5629853061378,19;19;19,43.116546666666665;5.8825 
01:56:47,397.07023996671035;742.4251005840325;7.201933170966512,841.9689265559809,28;28;28,43.116546666666665;5.8825 
01:56:51,170.27200582822152;220.5683219019552;934.2991649850205,974.9655738984413,10;10;10,43.116546666666665;5.8825 
01:56:55,259.0987578900655;1756.596454025903;166.20934488614836,1783.364464982981,8;8;8,43.116546666666665;5.8825 
01:56:58,170.15478970527676;1150.4201326052346;987.8818969313202,1525.8865541866853,6;6;6,43.116546666666665;5.8825 
01:57:02,8.883485743204785;181.34394152641198;892.2210708077731,910.5069909894452,1;1;1,43.116546666666665;5.8825 
01:57:06,280.9545768992104;15.296080554326297;208.05550077757218,349.9379027266768,53;53;53,43.116546666666665;5.8825 
01:57:10,25.520693321228805;288.8049396864525;670.5591474183273,730.5540152249425,2;2;2,43.116546666666665;5.8825 
