Time,AccelX[mm/s^2];AccelY[mm/s^2];AccelZ[mm/s^2],Total_axes acceleration, AngleX(deg); AngleY(deg);AngleZ(deg), Latitude ;Longitude
22:31:07,449.71274896939593;249.62482710202505;39.61530861532303,515.8715766234985,61;61;61,43.116546666666665;5.8825 
22:31:10,379.0308033434548;2836.7205813248956;1241.3954312610826,3119.568980348299,7;7;7,43.116546666666665;5.8825 
22:31:14,166.25860059738167;474.0974434820811;2319.7656811459897,2373.546528638434,4;4;4,43.116546666666665;5.8825 
22:31:17,163.08191896756492;3745.3550267950673;101.4106510480417,3750.2752044588956,2;2;2,43.116546666666665;5.8825 
22:31:21,1174.2455565738671;3380.249872951507;2288.1354091612707,4247.41162137363,16;16;16,43.116546666666665;5.8825 
22:31:25,589.2722601159412;6250.67632452329;871.8048902447979,6338.630773057607,5;5;5,43.116546666666665;5.8825 
22:31:28,1655.6590318997692;4469.708269275027;1301.0310042794479,4940.86839699594,20;20;20,43.116546666666665;5.8825 
22:31:33,3.2889098326364943;3453.5361363728825;1395.770312159847,3724.929184087668,0;0;0,43.116546666666665;5.8825 
22:31:36,267.6287247943877;1148.883229716617;181.11449720067796,1193.4656555407907,13;13;13,43.116546666666665;5.8825 
22:31:40,1665.7053265221912;1661.6526414203643;136.81303762754737,2356.773545084158,45;45;45,43.116546666666665;5.8825 
22:31:44,599.6614742469792;1481.676636988322;210.3318628247717,1612.2031611470134,22;22;22,43.116546666666665;5.8825 
22:31:47,427.8893514410657;17.846778208415238;181.89011878013696,465.28681464117216,67;67;67,43.116546666666665;5.8825 
22:31:51,216.53808244069427;516.4299215857203;966.6894712988992,1117.1737281982025,11;11;11,43.116546666666665;5.8825 
22:31:55,232.8230181598661;1605.4063601271314;479.49624352772344,1691.5829233232737,8;8;8,43.116546666666665;5.8825 
22:31:59,152.24628598531112;4970.29842701276;159.22251577057978,4975.178106830966,2;2;2,43.116546666666665;5.8825 
22:32:03,1665.970309778849;3267.337078094483;869.4088181145822,3769.1935938567844,26;26;26,43.116546666666665;5.8825 
22:32:07,219.83946207364315;2206.990054092406;2285.923890075703,3185.0561249633365,4;4;4,43.116546666666665;5.8825 
22:32:10,48.64843196233129;167.72816656430555;64.90032271066148,186.31011695387076,15;15;15,43.116546666666665;5.8825 
22:32:14,15.64523496309901;13.191801751453959;11.12493234946399,23.292941640771563,42;42;42,43.116546666666665;5.8825 
22:32:18,14.586548916498826;17.062427768707032;5.269737612488612,23.057839993378284,39;39;39,43.116546666666665;5.8825 
22:32:21,24.295535440444745;23.882785050074908;107.08191623049856,112.37080246968738,12;12;12,43.116546666666665;5.8825 
22:32:25,13.845219287872606;43.81950179100025;224.2531478945242,228.91333114291118,3;3;3,43.116546666666665;5.8825 
22:32:29,52.67493048350011;68.02712513923781;74.10054138181899,113.54835220834231,28;28;28,43.116546666666665;5.8825 
22:32:33,82.61803848584503;21.42436391830238;49.84553279243009,98.83987450373282,57;57;57,43.116546666666665;5.8825 
22:32:36,7.925805079142395;96.51438395500122;17.57867750171549,98.42181973056216,5;5;5,43.116546666666665;5.8825 
22:32:41,4.054555571873452;68.86946015040074;8.188917865741274,69.47301877783131,3;3;3,43.116546666666665;5.8825 
22:32:44,1.815602925618276;74.61616762479161;19.36622337658811,77.10978856712306,1;1;1,43.116546666666665;5.8825 
22:32:48,8.564882345199726;8.43270246187766;0.7026732477015685,12.03999294396417,45;45;45,43.116546666666665;5.8825 
22:32:51,292.416817347209;47.100306253432755;84.93430389405177,308.1231407969958,72;72;72,43.116546666666665;5.8825 
22:32:55,911.1963659445438;1261.0977157560974;3416.7109455776094,3754.2722266273704,14;14;14,43.116546666666665;5.8825 
22:32:58,364.7603638648989;207.82917390187566;861.9194560464223,958.7221898354862,22;22;22,43.116546666666665;5.8825 
22:33:02,24.387811962763468;2422.521200157801;522.505208298373,2478.349334392803,1;1;1,43.116546666666665;5.8825 
22:33:06,98.03258214314802;1037.5353947989136;143.55171771686415,1051.9967577334319,5;5;5,43.116546666666665;5.8825 
22:33:09,725.2940889135994;1819.7765677833554;103.76619632722672,1961.7353785785172,22;22;22,43.116546666666665;5.8825 
22:33:13,144.60853329340605;419.26648452440804;1455.9838604227339,1522.0331845128123,5;5;5,43.116546666666665;5.8825 
22:33:17,28.523421236673922;548.8794594510396;315.86627683637755,633.9193571810102,3;3;3,43.116546666666665;5.8825 
22:33:20,33.13412990252175;86.96376389503524;213.85208745321017,233.22367397690158,8;8;8,43.116546666666665;5.8825 
22:33:24,690.281383593877;1092.8713806692758;99.89245285988879,1296.4701097058164,32;32;32,43.116546666666665;5.8825 
22:33:28,140.4274092483523;815.6995176951087;2104.3268116029167,2261.255600428031,4;4;4,43.116546666666665;5.8825 
22:33:31,628.3582257080074;673.6722330665581;403.2153575611144,1005.6097463693038,39;39;39,43.116546666666665;5.8825 
22:33:35,710.1121070321401;2572.327769711812;707.906822846745,2760.8443326665747,15;15;15,43.116546666666665;5.8825 
22:33:39,144.28431848526003;89.40036287625635;378.33062405584883,414.66185083951274,20;20;20,43.116546666666665;5.8825 
22:33:42,707.8999644565582;1748.7978409099564;1014.7106723054246,2142.2077388851553,19;19;19,43.116546666666665;5.8825 
22:33:46,281.4514984416962;765.7161936092374;803.5632845401892,1145.0983308832094,14;14;14,43.116546666666665;5.8825 
22:33:49,496.2481732686362;2721.505861330033;297.91475230534206,2782.3748134224,10;10;10,43.116546666666665;5.8825 
22:33:53,1049.518872900009;948.7073957570391;143.3091801007329,1421.996170331887,48;48;48,43.116546666666665;5.8825 
22:33:57,272.4601489257809;96.47946851412381;121.3193107382633,313.4664188640209,60;60;60,43.116546666666665;5.8825 
22:34:00,577.7825861072545;815.4856606197353;675.2852017370881,1206.175643581934,29;29;29,43.116546666666665;5.8825 
22:34:04,193.61921295483896;6119.962266228992;1266.6661050859939,6252.6689950344935,2;2;2,43.116546666666665;5.8825 
22:34:08,380.5720706621808;2654.9171276569346;195.2926601569036,2689.1558673318673,8;8;8,43.116546666666665;5.8825 
22:34:11,58.72777155558287;591.9657369836176;325.22299150149615,677.969305437661,5;5;5,43.116546666666665;5.8825 
22:34:15,358.81912750562003;2896.272606681187;909.3308838176544,3056.8004244209874,7;7;7,43.116546666666665;5.8825 
22:34:19,815.6664727242788;1373.4319118785836;524.3046004835712,1681.2264348924464,29;29;29,43.116546666666665;5.8825 
22:34:23,214.24800361315366;2084.9250492954257;858.5875254027115,2264.94750645769,5;5;5,43.116546666666665;5.8825 
22:34:26,141.21737109820097;859.7927316029861;435.1062483724029,973.9113586923189,8;8;8,43.116546666666665;5.8825 
22:34:30,181.12197908083587;2259.9704946835836;606.5809664407986,2346.958090165816,4;4;4,43.116546666666665;5.8825 
22:34:34,156.2640556462603;7691.481944004693;123.6505399068033,7694.062802320792,1;1;1,43.116546666666665;5.8825 
22:34:37,628.9798452536266;1571.5358885161083;1228.1094825172313,2091.3138443758585,18;18;18,43.116546666666665;5.8825 
22:34:41,205.94810452461306;2489.158566052119;828.1406374676976,2631.3764276768397,4;4;4,43.116546666666665;5.8825 
22:34:44,1142.61840203921;6509.523815937042;2370.3787301476495,7021.265729714733,9;9;9,43.116546666666665;5.8825 
22:34:48,804.933092104594;4427.022272332509;655.9239662806267,4547.161722661122,10;10;10,43.116546666666665;5.8825 
22:34:52,185.68343203544634;596.1443670686076;1153.6859733072795,1311.8146852075022,8;8;8,43.116546666666665;5.8825 
22:34:55,1151.3902830696106;2721.980960721968;241.19274813018166,2965.3083947931277,23;23;23,43.116546666666665;5.8825 
22:34:59,550.849064410528;4710.134748175938;1337.4141406536069,4927.218345208235,6;6;6,43.116546666666665;5.8825 
22:35:02,282.8449986267092;26.57314446767234;38.423195705433955,286.6771131835623,81;81;81,43.116546666666665;5.8825 
22:35:06,30.209961729049855;7.011768716176703;13.405658826798117,33.786363769727004,63;63;63,43.116546666666665;5.8825 
22:35:09,17.020030447642082;18.098044684728197;17.23264054293594,30.235485078482228,34;34;34,43.116546666666665;5.8825 
22:35:13,25.612346353530878;34.87616100629198;70.9562812328226,83.10916158078747,18;18;18,43.116546666666665;5.8825 
22:35:17,14.665108658472592;11.35437667528727;10.499571863812562,21.312632192492785,44;44;44,43.116546666666665;5.8825 
22:35:21,29.670019375483054;85.3389489142098;150.8608911705025,175.84667962825412,10;10;10,43.116546666666665;5.8825 
22:35:24,64.19141456286134;107.11994912147648;92.66433310825661,155.50530484123937,24;24;24,43.116546666666665;5.8825 
22:35:28,52.74039693514512;79.94451329866992;153.358592173241,180.80799890711785,17;17;17,43.116546666666665;5.8825 
22:35:31,16.6721230189007;70.66698186556408;37.08144519168144,81.52800493970766,12;12;12,43.116546666666665;5.8825 
22:35:35,4.803367080688236;121.39288256009506;25.259451004650657,124.0860352199925,2;2;2,43.116546666666665;5.8825 
22:35:39,1.4203102556862024;19.82137108802917;11.813265326862776,23.118331918947447,4;4;4,43.116546666666665;5.8825 
22:35:42,4.482893212636285;4.932429513930914;21.534098161104964,22.54201801254496,11;11;11,43.116546666666665;5.8825 
22:35:46,946.5962585639951;613.6245331478129;291.6648883883255,1165.1815101205475,54;54;54,43.116546666666665;5.8825 
22:35:50,1126.7393583202359;778.7564872868851;44.14558706920779,1370.3839173519916,55;55;55,43.116546666666665;5.8825 
22:35:53,765.4892432435355;956.9062894630433;1438.1607748349604,1889.4310896694233,24;24;24,43.116546666666665;5.8825 
22:35:57,159.97382123947145;934.0397931385043;385.4876659457034,1023.0457952821293,9;9;9,43.116546666666665;5.8825 
22:36:01,451.1910437965392;1889.3031864102682;1154.351237154012,2259.550102764088,12;12;12,43.116546666666665;5.8825 
22:36:04,413.2254897626243;2882.073245064417;1005.1419710350018,3080.164261405847,8;8;8,43.116546666666665;5.8825 
22:36:08,238.58967731475823;2044.085206289291;100.61383080801178,2060.4204686523954,7;7;7,43.116546666666665;5.8825 
22:36:11,161.69028925259894;3830.5524434757217;218.5843766721156,3840.189435637459,2;2;2,43.116546666666665;5.8825 
22:36:15,400.0449108314515;1487.5567713260632;627.1299503771335,1663.1755930328557,14;14;14,43.116546666666665;5.8825 
22:36:19,218.22399944305414;2071.0280803362507;680.6846252727468,2190.9154667756757,6;6;6,43.116546666666665;5.8825 
22:36:22,22.59029024759947;1194.3730612595855;590.5971763992586,1332.607352316068,1;1;1,43.116546666666665;5.8825 
22:36:26,380.50598072052003;425.2445067946116;935.5692141469306,1095.8592274478426,20;20;20,43.116546666666665;5.8825 
22:36:30,13.66939510345494;206.06095621744768;156.00780124984402,258.81731798810154,3;3;3,43.116546666666665;5.8825 
22:36:34,403.8918442281085;1371.3475847562156;570.0244998423276,1539.0421535718847,15;15;15,43.116546666666665;5.8825 
22:36:37,110.23926966985105;1937.596852553686;856.4919754600755,2121.3233519741384,3;3;3,43.116546666666665;5.8825 
22:36:41,335.0940854295095;866.2215371545141;782.5323428217779,1214.4894668469994,16;16;16,43.116546666666665;5.8825 
22:36:45,104.74569914182005;882.5176956939692;148.1892364533941,900.9823497174303,7;7;7,43.116546666666665;5.8825 
22:36:48,7.390227155684825;66.10178797086131;678.9563109493173,682.2065185911546,1;1;1,43.116546666666665;5.8825 
22:36:52,378.6442395337425;553.0381378555301;541.796612873096,861.8388548769184,26;26;26,43.116546666666665;5.8825 
22:36:56,529.8280985323587;1925.0516099484764;598.6370801512297,2084.4442589552796,15;15;15,43.116546666666665;5.8825 
22:37:00,433.4533763408662;700.9704964224513;842.513952798825,1178.5886589377717,22;22;22,43.116546666666665;5.8825 
22:37:03,900.7984229532881;5584.890616664886;1542.3665316232089,5863.559969572924,9;9;9,43.116546666666665;5.8825 
22:37:07,89.20521050135287;4653.80741318067;32.12282909709607,4654.773129241118,1;1;1,43.116546666666665;5.8825 
22:37:11,146.82753425916002;2957.976919571557;1312.475787006999,3239.410204499317,3;3;3,43.116546666666665;5.8825 
22:37:15,500.9723571173353;947.1542821280146;1153.1154799429669,1574.0869883310875,19;19;19,43.116546666666665;5.8825 
22:37:19,355.15425319353733;919.1252884737642;1063.1115787315491,1449.5282226664392,14;14;14,43.116546666666665;5.8825 
22:37:22,169.38540302594478;1835.59637995084;721.2713313325239,1979.479178533859,5;5;5,43.116546666666665;5.8825 
22:37:26,1027.686746511459;515.2265858554823;350.2517512003518,1201.7798354717547,59;59;59,43.116546666666665;5.8825 
22:37:29,182.57096987724293;5161.46670071602;1139.6069452635409,5288.929442839555,2;2;2,43.116546666666665;5.8825 
22:37:33,953.3711010742182;4490.098886747358;1056.39596777279,4710.188627842832,12;12;12,43.116546666666665;5.8825 
22:37:37,2515.2379064273823;7876.696511548358;2589.168858524964,8664.442569428384,17;17;17,43.116546666666665;5.8825 
22:37:41,531.1866832764944;1402.3069814840949;546.4010866387455,1595.9881924028505,19;19;19,43.116546666666665;5.8825 
22:37:44,466.63676195462534;6249.327092129389;1525.5304307301767,6449.7350385200825,4;4;4,43.116546666666665;5.8825 
22:37:48,1051.8544664986925;7652.2818797397595;2388.112033173246,8084.979583689347,7;7;7,43.116546666666665;5.8825 
22:37:51,3013.9127028369894;57.957761386235376;1071.2649576664041,3199.1619983913088,70;70;70,43.116546666666665;5.8825 
22:37:55,237.56964764912925;76.87444846153247;9.16779719034011,249.86609777182548,72;72;72,43.116546666666665;5.8825 
22:37:59,4.3002106380463925;2.3486868890129076;10.950978635197117,11.997169445445547,21;21;21,43.116546666666665;5.8825 
22:38:02,4.216662975946861;4.676798607509802;12.186735846178465,13.717478720685438,18;18;18,43.116546666666665;5.8825 
22:38:06,26.007639023462758;237.84834768613177;26.65731561979534,240.74643561359565,6;6;6,43.116546666666665;5.8825 
22:38:10,28.97794545809418;122.9896404902145;12.037098242428712,126.92936904035398,13;13;13,43.116546666666665;5.8825 
22:38:13,18.233342018127153;4.565817384720283;37.66378486632682,42.09349284625314,26;26;26,43.116546666666665;5.8825 
22:38:17,20.52279735565163;4.260930767058357;6.028524961473991,21.810177796476605,70;70;70,43.116546666666665;5.8825 
22:38:21,61.53222964604696;214.6233446025842;5.039046306618999,223.32663818114875,16;16;16,43.116546666666665;5.8825 
22:38:25,34.7414871629082;28.604474938710545;12.011535151799535,46.57750415718677,48;48;48,43.116546666666665;5.8825 
22:38:29,26.421636393864357;87.30356595357192;32.59855197905637,96.86424050737453,16;16;16,43.116546666666665;5.8825 
22:38:32,27.470346600214913;96.27558727900131;103.74562115667452,144.1761511396277,11;11;11,43.116546666666665;5.8825 
22:38:36,61.16062959671029;102.44938541412463;7.361546614969683,119.54368052290435,31;31;31,43.116546666666665;5.8825 
22:38:40,4.9567456245427906;61.87639613469387;50.08058852830821,79.7579028883389,4;4;4,43.116546666666665;5.8825 
22:38:44,79.06165143648812;168.32048207918703;25.855507459624505,187.75259433954398,25;25;25,43.116546666666665;5.8825 
22:38:47,12.038968712488746;35.06881942113282;28.313305101409725,46.65192503014018,15;15;15,43.116546666666665;5.8825 
22:38:51,143.37838749249747;370.65546196301733;50.38547514595848,400.60145979345924,21;21;21,43.116546666666665;5.8825 
22:38:55,25.59613561312349;17.420934527716426;15.120256369950624,34.45683199073042,48;48;48,43.116546666666665;5.8825 
22:38:59,65.41470197359757;25.701505425769767;4.29272875785891,70.41362180454868,68;68;68,43.116546666666665;5.8825 
22:39:02,3.459122606913001;54.40511527697128;4.956122134537111,54.739795799058655,4;4;4,43.116546666666665;5.8825 
22:39:06,85.6924677530923;42.9347694587704;26.28945651055048,99.38676462040935,60;60;60,43.116546666666665;5.8825 
22:39:09,8.684592428206962;7.6720446427657185;4.269659627274436,12.34959140933161,45;45;45,43.116546666666665;5.8825 
22:39:13,56.35539204597423;75.28454892158476;23.289846045177143,96.88194077220996,36;36;36,43.116546666666665;5.8825 
22:39:17,10.92479205449412;10.2607751878101;50.30317446388999,52.488512553065085,12;12;12,43.116546666666665;5.8825 
22:39:20,63.841636664072496;110.73057980219447;35.078171771372624,132.5424234352893,29;29;29,43.116546666666665;5.8825 
22:39:24,38.60213733990996;165.3751152451834;136.87102219899216,218.111738490536,10;10;10,43.116546666666665;5.8825 
22:39:27,86.75364775975554;153.5687083085386;122.6610612519572,214.8377981609222,24;24;24,43.116546666666665;5.8825 
22:39:31,13.087055428822921;127.31479072888585;53.079575503657495,138.5560113953399,5;5;5,43.116546666666665;5.8825 
22:39:35,11.587561941146838;6.121424973806189;90.29320057869406,91.23927611612298,7;7;7,43.116546666666665;5.8825 
22:39:38,37.10887875239038;62.18252973238525;55.14083349546439,91.0178411343244,24;24;24,43.116546666666665;5.8825 
22:39:42,112.75816933313976;216.49693209966014;0.4320785808502592,244.10144008552246,28;28;28,43.116546666666665;5.8825 
22:39:46,96.18705169677739;272.9196610673266;181.42125428839861,341.54174242513716,16;16;16,43.116546666666665;5.8825 
22:39:49,60.10132006009426;147.32445580164705;292.29087236402404,332.7921543809883,10;10;10,43.116546666666665;5.8825 
22:39:53,89.09048833847027;2.975917844772691;91.23903493244256,127.55599827060043,44;44;44,43.116546666666665;5.8825 
22:39:56,21.168109521865944;146.88988326072743;25.611099373520574,150.60097966547292,8;8;8,43.116546666666665;5.8825 
22:40:00,77.38009886423734;84.50721323331194;53.04403657276602,126.26487478563679,38;38;38,43.116546666666665;5.8825 
22:40:04,34.99337712923716;51.66051222801116;13.33894539516578,63.80652341904175,33;33;33,43.116546666666665;5.8825 
22:40:07,7.951368169784617;33.24573461532654;26.092433665590775,43.00370007891693,11;11;11,43.116546666666665;5.8825 
22:40:11,7.124620409012072;121.90102692286142;36.88566932680892,127.55850885968913,3;3;3,43.116546666666665;5.8825 
22:40:15,14.978100646336646;103.9519963518778;34.19780386926696,110.45293492702426,8;8;8,43.116546666666665;5.8825 
22:40:18,35.96103363355018;52.91372715949982;17.39287747700402,66.29909990967744,33;33;33,43.116546666666665;5.8825 
22:40:22,21.066480649312457;60.346351636250574;157.39693700473543,169.880177010817,7;7;7,43.116546666666665;5.8825 
22:40:25,77.21736797014863;271.2767648760488;2.137947263731732,282.06058905198876,16;16;16,43.116546666666665;5.8825 
22:40:29,31.995637133916205;6.100226313272228;113.16094388327436,117.75539383498297,16;16;16,43.116546666666665;5.8825 
22:40:33,30.994935658772768;73.55311714808165;17.48577748933222,81.70984942525182,22;22;22,43.116546666666665;5.8825 
22:40:37,50.83438795725505;93.21425130208344;0.8111605103859887,106.17763241931087,29;29;29,43.116546666666665;5.8825 
22:40:40,97.22516257286068;70.2511140251163;106.91170345627299,160.68000371860566,37;37;37,43.116546666666665;5.8825 
22:40:44,63.88029304504392;28.55708969751969;112.28930484135624,132.306791939295,29;29;29,43.116546666666665;5.8825 
22:40:48,25.464579219818013;33.0773923110963;29.622010644272834,51.18615234176108,30;30;30,43.116546666666665;5.8825 
22:40:51,9.346115334828543;31.153302122753356;65.40036170324015,73.04166903842017,7;7;7,43.116546666666665;5.8825 
22:40:55,13.377601776123473;24.863534844717705;101.80843767800773,105.65090428714663,7;7;7,43.116546666666665;5.8825 
22:40:59,55.112152954737574;114.2426990604386;81.15595439910273,150.58231179773261,21;21;21,43.116546666666665;5.8825 
22:41:02,76.74351555824305;136.4196154276538;127.50994310376029,201.88775159476972,22;22;22,43.116546666666665;5.8825 
22:41:06,19.93921070098885;180.33264072100351;38.86150918644127,185.54689522877183,6;6;6,43.116546666666665;5.8825 
22:41:10,75.75341341336575;32.30925261179607;7.625906381608871,82.70805218508181,66;66;66,43.116546666666665;5.8825 
22:41:14,28.54649036725346;64.00686151822444;64.52498172123278,95.26412598573653,17;17;17,43.116546666666665;5.8825 
22:41:17,68.70111784617055;22.76673792203332;50.255165732707496,88.11214236270652,51;51;51,43.116546666666665;5.8825 
22:41:21,21.47549009958885;29.476113980611007;46.51235516868546,59.10530563116522,21;21;21,43.116546666666665;5.8825 
22:41:25,25.402853708267447;71.25805040041672;20.584522867219235,78.40113076393119,19;19;19,43.116546666666665;5.8825 
22:41:29,22.721223150888896;194.1142640272786;9.341127414710826,195.66261304015742,7;7;7,43.116546666666665;5.8825 
22:41:33,10.863690032958964;83.39303657531771;34.21837903974634,90.79270771649142,7;7;7,43.116546666666665;5.8825 
22:41:36,30.044113384882458;268.75599474271024;141.70556378046763,305.3078778308341,6;6;6,43.116546666666665;5.8825 
22:41:40,32.487570756276256;210.7090742842346;12.550230525341988,213.5679388990828,9;9;9,43.116546666666665;5.8825 
22:41:44,38.57408028920513;86.2729369576784;17.738914435721398,96.15429479133753,24;24;24,43.116546666666665;5.8825 
22:41:47,142.95316730181324;47.66456471760983;174.9943192068866,230.93403934028683,38;38;38,43.116546666666665;5.8825 
22:41:51,24.359754912058552;68.68490710576513;42.04504920641661,84.13560653060712,17;17;17,43.116546666666665;5.8825 
22:41:55,40.08853753725679;33.12166010220846;99.85753741901249,112.58624689184622,21;21;21,43.116546666666665;5.8825 
22:41:59,13.431221917470301;167.76682294527612;158.48305661201678,231.17738608357797,3;3;3,43.116546666666665;5.8825 
22:42:02,22.804770812988153;26.855585444768735;69.7342408021342,78.1290239390217,17;17;17,43.116546666666665;5.8825 
22:42:06,55.28236572901393;30.85028597513906;13.895721979118036,64.81489948048412,59;59;59,43.116546666666665;5.8825 
22:42:09,32.11347674687709;50.66105773290075;24.506275065752092,64.79487384806626,30;30;30,43.116546666666665;5.8825 
22:42:13,12.926818494796793;25.545632921854466;44.69114083291892,53.07523025596166,14;14;14,43.116546666666665;5.8825 
22:42:17,17.134752610524398;21.10264307022025;453.40692731220855,454.2210508400853,2;2;2,43.116546666666665;5.8825 
22:42:21,50.7857557360327;5.300912113188838;166.8933134333237,174.52985625292123,17;17;17,43.116546666666665;5.8825 
22:42:25,19.226561613083074;44.65186096191365;208.24005382219644,213.83958795016187,5;5;5,43.116546666666665;5.8825 
22:42:28,24.904061695734768;65.39662076314201;62.28104115484179,93.67955157618059,15;15;15,43.116546666666665;5.8825 
22:42:32,130.64485090255755;94.42382193247445;136.66589398384764,211.33268037407612,38;38;38,43.116546666666665;5.8825 
22:42:36,70.75925838788343;14.303484449386673;170.879908593502,185.50311446420704,22;22;22,43.116546666666665;5.8825 
22:42:39,5.036552346547388;24.930871766407847;127.56293975512811,130.07389755651602,2;2;2,43.116546666666665;5.8825 
22:42:43,9.249474382400425;128.62910768190983;52.774688885987686,139.3419100859746,4;4;4,43.116546666666665;5.8825 
22:42:47,5.9393658892314125;32.04613982518478;126.91451013886557,131.03253042145553,3;3;3,43.116546666666665;5.8825 
22:42:50,81.23202018102;103.10404993057226;93.26288352330181,161.01879287169103,30;30;30,43.116546666666665;5.8825 
22:42:54,2.338087558745844;78.15135601361601;71.7743001333968,106.13506140686141,1;1;1,43.116546666666665;5.8825 
22:42:57,5.448055756886783;471.42578876495486;415.115911490096,628.166519003077,0;0;0,43.116546666666665;5.8825 
22:43:01,7.551087579727319;112.95830962816811;49.713976399084814,123.64496790043083,4;4;4,43.116546666666665;5.8825 
22:43:05,6.1232954438526495;73.49949700673419;11.862521038047191,74.7020094288885,5;5;5,43.116546666666665;5.8825 
22:43:08,29.27535019556672;73.91536484718387;40.68708795225717,89.30826622211453,19;19;19,43.116546666666665;5.8825 
22:43:12,27.98223190307607;140.72980190595007;42.36739354450059,149.6090855614059,11;11;11,43.116546666666665;5.8825 
22:43:16,42.023850545883064;162.92854042371084;16.26810148873936,169.04545076798553,14;14;14,43.116546666666665;5.8825 
22:43:20,31.004911499023567;84.18299842516669;7.231237201704488,90.00206971165284,20;20;20,43.116546666666665;5.8825 
22:43:23,0.2787000370025605;52.13748208999669;1.9633700592898151,52.175181210850305,0;0;0,43.116546666666665;5.8825 
22:43:27,7.178240550359413;8.882862253190682;10.62052892690879,15.595769102397306,27;27;27,43.116546666666665;5.8825 
22:43:30,173.58273781140628;145.79628177324938;130.60432405150203,261.6199765040084,42;42;42,43.116546666666665;5.8825 
22:43:34,612.050844348272;868.9917032941177;459.2789562797517,1157.8816762272656,32;32;32,43.116546666666665;5.8825 
22:43:37,313.82122958501174;2331.342643756866;982.0984035460132,2549.148791456695,7;7;7,43.116546666666665;5.8825 
22:43:41,359.72505849838245;1503.4214747746778;1322.2215594419088,2034.1947057197658,10;10;10,43.116546666666665;5.8825 
22:43:45,99.78458908716856;726.3789615408584;842.4977420584412,1116.8642734737477,5;5;5,43.116546666666665;5.8825 
22:43:49,271.04108565012604;2893.7898694388073;603.0900458430874,2968.3666690575956,5;5;5,43.116546666666665;5.8825 
22:43:52,32.05923311551406;914.5781757895143;367.9189642842431,986.3292545283348,2;2;2,43.116546666666665;5.8825 
22:43:56,95.82729795773835;879.3703180948888;1870.153314069107,2068.8036266170484,3;3;3,43.116546666666665;5.8825 
22:43:59,427.97289910316454;264.3928116130836;1185.2962936115396,1287.6302516051305,19;19;19,43.116546666666665;5.8825 
22:44:03,462.1613506221772;2541.574124689102;373.4748838138611,2610.110272409552,10;10;10,43.116546666666665;5.8825 
22:44:07,97.74265928586304;796.4841789023073;753.3685973390299,1100.6838411381048,5;5;5,43.116546666666665;5.8825 
22:44:10,227.38992616335568;2930.967955582936;200.96517231941746,2946.636444432867,4;4;4,43.116546666666665;5.8825 
22:44:14,495.38152214686073;36.84389549573097;522.2526948420362,720.769174139412,43;43;43,43.116546666666665;5.8825 
22:44:18,264.92714255650833;75.69480535189254;360.4190028858145,453.67163462312936,36;36;36,43.116546666666665;5.8825 
22:44:22,600.9776616700486;2166.159563436509;1481.030701332104,2692.001735211571,13;13;13,43.116546666666665;5.8825 
22:44:26,324.9555142847697;2826.550212189356;819.0900564002668,2960.724693176582,6;6;6,43.116546666666665;5.8825 
22:44:29,798.5915751552579;185.72957029660486;22.392643912636956,820.2105874060122,77;77;77,43.116546666666665;5.8825 
22:44:33,457.69778560002624;1358.1875809955611;3113.699785884202,3427.723315077964,8;8;8,43.116546666666665;5.8825 
22:44:37,29.190555553435637;20.197335567474497;10.214636926633602,36.93724008485649,52;52;52,43.116546666666665;5.8825 
22:44:41,612.690545104345;1373.3558460966756;838.2181065909169,1721.6577994145748,21;21;21,43.116546666666665;5.8825 
22:44:44,764.3950182660419;9058.111579812366;2731.454891510003,9491.813892014252,5;5;5,43.116546666666665;5.8825 
22:44:48,656.3778670120237;101.25103760401358;2371.631945079175,2462.8686038518526,15;15;15,43.116546666666665;5.8825 
22:44:52,74.8418710104627;4710.513830105464;490.30444294929333,4736.553630652461,1;1;1,43.116546666666665;5.8825 
22:44:55,895.3983759276069;1524.063982213337;1275.1811082299512,2179.5862296042196,24;24;24,43.116546666666665;5.8825 
22:44:59,327.9869227409365;4718.01192103386;1688.0356214332544,5021.620870569008,4;4;4,43.116546666666665;5.8825 
22:45:02,487.5941318511962;8484.715869455338;1836.5091693338052,8694.878800296765,3;3;3,43.116546666666665;5.8825 
22:45:06,480.91593029340095;3375.9078884824107;220.1618064117561,3417.0901984773864,8;8;8,43.116546666666665;5.8825 
22:45:10,341.16999563217166;3469.3677948506665;1356.3065116183138,3740.651977306212,5;5;5,43.116546666666665;5.8825 
22:45:13,347.69170119603484;2988.350859174728;285.1999204158577,3021.9975796178496,7;7;7,43.116546666666665;5.8825 
22:45:17,1245.0104263718924;479.8771959273024;1067.6767726262356,1708.878806630636,47;47;47,43.116546666666665;5.8825 
22:45:21,399.20943421045956;4593.952995166776;246.2741917578235,4617.8375103169665,5;5;5,43.116546666666665;5.8825 
22:45:24,266.1653937276204;2837.0036457920064;1073.0182115904406,3044.7991371287635,5;5;5,43.116546666666665;5.8825 
22:45:28,1374.731265071233;3776.2246409606914;842.7639722951277,4106.094215085879,20;20;20,43.116546666666665;5.8825 
22:45:31,567.5336572297412;6672.873835611342;1831.5973149903461,6942.916419081741,5;5;5,43.116546666666665;5.8825 
22:45:35,209.08737675348894;6358.648584496178;593.8748634115818,6389.743086042273,2;2;2,43.116546666666665;5.8825 
